station_id,station,tg,lat,lon,num_year,corrn,rmse,gssr_archive,subset,gssr_years,gssr_rp10_m,gssr_rp10_bootstrap_p025_m,gssr_rp10_bootstrap_p975_m,terrain_status,terrain_source,terrain_tiles,coastal_lowland_cells,median_lowland_elev_m,connected_2m_lowland_pct,bathtub_2m_lowland_pct,unconnected_2m_lowland_pct,connected_2m_dem_pm05_min_pct,connected_2m_dem_pm05_max_pct,connected_2m_dem_pm1_min_pct,connected_2m_dem_pm1_max_pct,coast_rp_idx,coast_rp_lon,coast_rp_lat,match_dist_km,coast_rp_rp10_m,coast_rp_nearest3_range_m,coast_rp_within5km_n,coast_rp_within5km_min_m,coast_rp_within5km_max_m,D10_m,coast_rp_rank,terrain_rank,rank_mismatch_terrain_minus_coast
portpatrick-p063-uk,Portpatrick P063 Uk,portpatrick-p063-uk-bodc.csv,54.843,-5.12,37,0.806112528372705,0.11752896944921015,portpatrick_p063_uk.7z,NW Europe 30-station screening subset,41,1.2610382059540646,1.0101678492112767,1.383772866830442,ok,DeltaDTM:DeltaDTM_v1_1_N54W006.tif,DeltaDTM_v1_1_N54W006.tif,1041,5.241891860961914,26.320845341018252,26.320845341018252,0.0,21.32564841498559,31.21998078770413,14.313160422670508,35.6388088376561,1617,-5.119999885559082,54.83599853515625,0.7785273697399445,2.88700008392334,0.3450000286102295,1,2.88700008392334,2.88700008392334,1.6259618779692753,23,4,-19
fishguard-p055-uk,Fishguard P055 Uk,fishguard-p055-uk-bodc.csv,52.013999999999996,-4.9833,37,0.7981757180354606,0.09108346520157933,fishguard_p055_uk.7z,NW Europe 30-station screening subset,41,0.8076390759785831,0.689826154540508,0.84275399469335,ok,DeltaDTM:mosaic(3),DeltaDTM_v1_1_N52W006.tif;DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif;DeltaDTM_v1_1_N52W005.tif,1861,6.043798446655273,6.448146157979581,6.501880709296078,0.05373455131649651,1.8269747447608813,13.003761418592156,0.9134873723804406,19.666845781837722,19758,-4.98799991607666,52.00899887084961,0.6424302156659428,2.997999906539917,0.010999917984008789,3,2.989000082015991,3.0,2.190360830561334,21,17,-4
milfordhaven-p056-uk,Milfordhaven P056 Uk,milfordhaven-p056-uk-bodc.csv,51.702,-5.0143,37,0.7890485580401847,0.09910968753770724,milfordhaven_p056_uk.7z,NW Europe 30-station screening subset,41,1.0426455504812275,0.8154762056662307,1.2358847636349284,ok,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif,4954,7.531881809234619,4.662898667743238,7.1659265240209935,2.5030278562777553,3.391199031085991,5.853855470327009,1.6148566814695196,7.085183689947518,19868,-5.017000198364258,51.70199966430664,0.18607941661127944,4.375999927520752,0.10400009155273438,2,4.3470001220703125,4.375999927520752,3.3333543770395244,9,23,14
tregde-006-norway,Tregde 006 Norway,tregde-006-norway-statkart.csv,58.0,7.5666,37,0.7698606638312042,0.08780591834607865,tregde_006_norway.7z,NW Europe 30-station screening subset,41,0.6865302915163924,0.6085203083218582,0.7565045847294447,ok,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N58E007.tif;DeltaDTM_v1_1_N57E007.tif,15384,6.717041969299316,13.234529381175246,13.813052522100884,0.5785231409256371,10.62142485699428,16.205148205928236,8.300832033281331,19.429277171086845,19100,7.565999984741211,58.0,0.0353554993422451,0.9990000128746033,0.006999969482421875,4,0.9879999756813049,1.003999948501587,0.31246972135821083,30,8,-22
lowestoft-p024-uk,Lowestoft P024 Uk,lowestoft-p024-uk-bodc.csv,52.473,1.7508,37,0.7316476153949388,0.1494916068942721,lowestoft_p024_uk.7z,NW Europe 30-station screening subset,41,1.1920704526742403,1.0569851550495633,1.3407080869439605,ok,DeltaDTM:DeltaDTM_v1_1_N52E001.tif,DeltaDTM_v1_1_N52E001.tif,14771,7.2911787033081055,4.623925258953355,5.761289012253741,1.137363753300386,3.16160043328143,7.2913140613364025,2.0580867916864127,10.24981382438562,19842,1.75,52.47800064086914,0.558679556824671,2.378999948501587,0.024000167846679688,3,2.378999948501587,2.4030001163482666,1.1869294958273466,28,24,-4
wick-p035-uk,Wick P035 Uk,wick-p035-uk-bodc.csv,58.441,-3.0863,36,0.8354551299984059,0.08943706014308038,wick_p035_uk.7z,NW Europe 30-station screening subset,41,0.808076274550261,0.7336750754093686,0.8539130815390217,ok,DeltaDTM:DeltaDTM_v1_1_N58W004.tif,DeltaDTM_v1_1_N58W004.tif,7232,8.751780033111572,15.804756637168142,15.804756637168142,0.0,12.140486725663717,18.127765486725664,9.015486725663717,19.952986725663717,19508,-3.069000005722046,58.42499923706055,2.044426816988848,2.559999942779541,0.13900017738342285,2,2.4749999046325684,2.559999942779541,1.75192366822928,27,6,-21
stornoway-p042-uk,Stornoway P042 Uk,stornoway-p042-uk-bodc.csv,58.208,-6.3882,36,0.8306759707875331,0.0925229406902,stornoway_p042_uk.7z,NW Europe 30-station screening subset,41,0.8669771899063078,0.772118957890666,0.92042896975781,ok,DeltaDTM:DeltaDTM_v1_1_N58W007.tif,DeltaDTM_v1_1_N58W007.tif,10879,7.328567981719971,12.298924533504918,12.464380917363728,0.16545638385881056,6.939976100744554,15.91138891442228,1.5534516040077213,19.533045316665135,19079,-6.379000186920166,58.191001892089844,1.96547346956443,2.9800000190734863,0.006999969482421875,1,2.9800000190734863,2.9800000190734863,2.1130228291671784,22,10,-12
le-conquet,Le Conquet France,le_conquet-france-refmar.csv,48.358999999999995,-4.7807,36,0.8081322021549198,0.07567747708256074,le_conquet_.7z,NW Europe 30-station screening subset,41,0.6371741731015783,0.5865268206944431,0.735682507531554,ok,DeltaDTM:DeltaDTM_v1_1_N48W005.tif,DeltaDTM_v1_1_N48W005.tif,2455,8.922821998596191,6.0285132382892055,6.272912423625255,0.24439918533604887,2.8105906313645623,9.572301425661914,1.0997963340122199,13.441955193482688,19404,-4.7829999923706055,48.36199951171875,0.3743241107784543,4.0269999504089355,0.14299988746643066,2,4.0269999504089355,4.093999862670898,3.3898257773073572,12,20,8
port-tudy,Port Tudy France,port-tudy-france-refmar.csv,47.644,-3.4459,36,0.7897587784996325,0.07814236563983194,port_tudy_.7z,NW Europe 30-station screening subset,41,0.6051734953633139,0.5830751117516357,0.6861272254535717,ok,DeltaDTM:DeltaDTM_v1_1_N47W004.tif,DeltaDTM_v1_1_N47W004.tif,2111,8.656044006347656,12.979630506868782,12.979630506868782,0.0,10.184746565608716,15.679772619611558,6.5371861676930365,18.285172903837044,19410,-3.450000047683716,47.64400100708008,0.3071588803705932,3.0,0.03900003433227539,1,3.0,3.0,2.3948265046366863,20,9,-11
cherbourg,Cherbourg France,cherbourg-france-refmar.csv,49.651,-1.6355,36,0.7851281122153891,0.08874293048823577,cherbourg_.7z,NW Europe 30-station screening subset,41,0.7862903835637746,0.7498157016853003,1.002071313272337,ok,DeltaDTM:DeltaDTM_v1_1_N49W002.tif,DeltaDTM_v1_1_N49W002.tif,12520,5.248320817947388,5.519169329073482,6.006389776357827,0.48722044728434505,4.257188498402556,6.916932907348243,3.059105431309904,9.456869009584665,19714,-1.6330000162124634,49.6510009765625,0.1799794683868606,3.6740000247955322,0.01900005340576172,3,3.6549999713897705,3.6740000247955322,2.8877096412317576,13,21,8
saint-nazaire,Saint Nazaire France,saint-nazaire-france-refmar.csv,47.266999999999996,-2.2016,36,0.7764365796164387,0.1059791935061963,saint_nazaire_.7z,NW Europe 30-station screening subset,41,1.081064631452094,0.9041028980423746,1.1826816211387494,ok,DeltaDTM:DeltaDTM_v1_1_N47W003.tif,DeltaDTM_v1_1_N47W003.tif,36943,4.333022117614746,1.025904772216658,12.229651084102537,11.203746311885878,0.6415288417291504,1.523969358200471,0.28692851149067483,2.5092710391684485,19982,-2.2049999237060547,47.26300048828125,0.5134189518354477,3.2750000953674316,0.013000011444091797,3,3.263000011444092,3.2760000228881836,2.193935463915338,18,29,11
saint-gildas,Saint Gildas France,saint-gildas-france-refmar.csv,47.14,-2.2464,36,0.772756505103827,0.0949980745104724,saint_gildas_.7z,NW Europe 30-station screening subset,41,0.9139205675130534,0.8278436344284452,0.947164557045024,ok,DeltaDTM:DeltaDTM_v1_1_N47W003.tif,DeltaDTM_v1_1_N47W003.tif,6142,8.002832651138306,14.685770107456854,14.799739498534679,0.11396939107782482,13.52979485509606,15.483555845001629,11.5434711820254,16.33018560729404,19980,-2.249000072479248,47.145999908447266,0.6955371206450615,3.243000030517578,0.07800006866455078,2,3.243000030517578,3.257999897003174,2.3290794630045246,19,7,-12
le-havre,Le Havre France,le_havre-france-refmar.csv,49.482,0.106,36,0.7548941401492459,0.11290100318851055,le_havre_.7z,NW Europe 30-station screening subset,41,1.0236513743569966,0.9298604056489379,1.088482928632924,ok,DeltaDTM:DeltaDTM_v1_1_N49E000.tif,DeltaDTM_v1_1_N49E000.tif,17066,4.770859003067017,10.348060471112152,10.992616899097621,0.6445564279854682,9.094105238485879,11.754365404898628,7.506152584085316,13.283722020391421,3855,0.0949999988079071,49.474998474121094,1.1125158833977298,4.64300012588501,0.032000064849853516,3,4.611000061035156,4.64300012588501,3.619348751528013,6,13,7
dunkerque,Dunkerque France,dunkerque-france-refmar.csv,51.048,2.3667,36,0.7337241350119956,0.15256782437671262,dunkerque_.7z,NW Europe 30-station screening subset,41,1.3497596251464323,1.2696456385411548,1.5347592930523115,ok,DeltaDTM:DeltaDTM_v1_1_N51E002.tif,DeltaDTM_v1_1_N51E002.tif,27715,2.7402734756469727,23.904023092188346,26.227674544470503,2.323651452282158,5.570990438390763,42.79631968248241,0.880389680678333,53.64964820494317,3891,2.365999937057495,51.05699920654297,1.0018618201129972,4.547999858856201,0.0970001220703125,1,4.547999858856201,4.547999858856201,3.198240233709769,7,5,-2
roscoff,Roscoff France,roscoff-france-refmar.csv,48.718,-3.9657,36,0.7302442849046487,0.09085189963968204,roscoff_.7z,NW Europe 30-station screening subset,41,0.8369542198272688,0.6946955012635552,0.9967828303660432,ok,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N48W004.tif;DeltaDTM_v1_1_N48W005.tif,6634,8.55659532546997,2.818812179680434,3.044920108531806,0.2261079288513717,1.4320168827253543,5.788362978595116,0.482363581549593,7.94392523364486,19972,-3.9619998931884766,48.7130012512207,0.6185832324786201,4.85699987411499,0.03099966049194336,2,4.8420000076293945,4.85699987411499,4.020045654287721,4,26,22
boulogne-sur-mer,Boulogne Sur Mer,boulogne-sur-mer-france-refmar.csv,50.727,1.5777,36,0.7243652719585156,0.1483994452950236,boulogne_sur_mer_.7z,NW Europe 30-station screening subset,41,1.418302878622607,1.298478112403862,1.5011777333818992,ok,DeltaDTM:DeltaDTM_v1_1_N50E001.tif,DeltaDTM_v1_1_N50E001.tif,7352,7.266301155090332,6.134385201305767,6.147986942328618,0.013601741022850925,5.454298150163221,6.7736670293797605,4.760609357997824,7.6305767138193685,19374,1.5750000476837158,50.720001220703125,0.8011007337990727,5.7129998207092285,0.1359996795654297,3,5.689000129699707,5.824999809265137,4.294696942086621,2,18,16
dieppe,Dieppe France,dieppe-france-refmar.csv,49.928999999999995,1.0845,36,0.7054409589991582,0.12776273177158054,dieppe_.7z,NW Europe 30-station screening subset,41,1.2751484200353875,1.104525032994775,1.3729566529101254,ok,DeltaDTM:DeltaDTM_v1_1_N49E001.tif,DeltaDTM_v1_1_N49E001.tif,12081,6.123361587524414,1.2333416107938084,1.4568330436222168,0.22349143282840825,0.9436304941643904,1.4485555831470904,0.6953066799106035,1.7713765416770135,19378,1.0770000219345093,49.92900085449219,0.5368500847947633,6.14300012588501,0.09000015258789062,3,6.085999965667725,6.176000118255615,4.867851705849622,1,28,27
immingham-p026-uk,Immingham P026 Uk,immingham-p026-uk-bodc.csv,53.631,-0.18603,36,0.6971313377451682,0.14069180027918246,immingham_p026_uk.7z,NW Europe 30-station screening subset,41,1.0112015153616605,0.9553043774386862,1.0851341055356112,ok,DeltaDTM:DeltaDTM_v1_1_N53W001.tif,DeltaDTM_v1_1_N53W001.tif,28586,2.7007529735565186,0.167914363674526,29.189113552088436,29.02119918841391,0.048975022738403415,41.76519974812845,0.0,54.428741341915625,19455,-0.18299999833106995,53.6349983215332,0.4874162774435815,4.5279998779296875,0.68399977684021,1,4.5279998779296875,4.5279998779296875,3.516798362568027,8,30,22
millport-p049-uk,Millport P049 Uk,millport-p049-uk-bodc.csv,55.75,-4.9058,35,0.8077434436729396,0.1306161268445088,millport_p049_uk.7z,NW Europe 30-station screening subset,41,1.1212813499713907,1.030916725603524,1.1877370665969331,ok,DeltaDTM:DeltaDTM_v1_1_N55W005.tif,DeltaDTM_v1_1_N55W005.tif,8474,6.34484338760376,7.646919990559358,8.118952088742034,0.47203209818267644,4.224687278734954,10.986547085201794,1.9589332074581072,14.019353316025489,19471,-4.900000095367432,55.744998931884766,0.6640781018002286,2.7170000076293945,0.03600001335144043,2,2.7170000076293945,2.7200000286102295,1.5957186576580038,25,15,-10
holyhead-p054-uk,Holyhead P054 Uk,holyhead-p054-uk-bodc.csv,53.308,-4.6312,35,0.8055445593855491,0.10497092170850904,holyhead_p054_uk.7z,NW Europe 30-station screening subset,41,0.8277096383956364,0.7451873955705988,1.0037392463199488,ok,DeltaDTM:DeltaDTM_v1_1_N53W005.tif,DeltaDTM_v1_1_N53W005.tif,11817,7.85471773147583,7.006854531607007,7.53998476770754,0.5331302361005331,5.102817974105103,9.24938647710925,2.8772107980028774,11.627316577811627,19792,-4.636000156402588,53.3129997253418,0.6409171148649937,3.315000057220459,0.22899985313415527,4,3.0450000762939453,3.3989999294281006,2.4872904188248226,17,16,-1
